Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VOLKSWAGEN,PAAT,MID-SIZE,1.8,4,M,X,9.5,6.4,8.1,35,189
VOLKSWAGEN,PAAT,MID-SIZE,3.6,6,A,X,11.9,8.5,10.4,27,243
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A,Z,11.7,9.5,10.7,26,251
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M,Z,13,9,11.2,25,259
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A,Z,11.6,9.3,10.6,27,248
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,A,X,14.1,10.4,12.4,23,292
VOLKSWAGEN,TOUAREG TDI (Modified),SUV - STANDARD,3,6,A,D,11.2,8.4,9.8,29,270
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,A,X,11.8,8.6,10.3,27,239
VOLVO,S60 INSCRIPTION,COMPACT,2,4,A,X,9.6,6.7,8.3,34,193
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,A,X,11.6,8.2,10.1,28,233
VOLVO,S60 T5,COMPACT,2,4,A,X,9.6,6.7,8.3,34,193
VOLVO,S60 T5 AWD,COMPACT,2.5,5,A,X,11.6,8.2,10.1,28,233
VOLVO,S60 T6,COMPACT,2,4,A,Z,10.6,7.7,9.3,30,218
VOLVO,S60 T6 AWD,COMPACT,2,4,A,Z,11.3,8.2,9.9,29,231
VOLVO,S60 3.0T AWD,COMPACT,3,6,A,X,13,9,11.2,25,259
VOLVO,S60 POLESTAR,COMPACT,3,6,A,X,13,9,11.2,25,259
VOLVO,S80 T5,MID-SIZE,2,4,A,X,9.6,6.7,8.3,34,193
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5,A,X,11.8,8.6,10.3,27,239
VOLVO,V60 T5,STATION WAGON - SMALL,2,4,A,X,9.6,6.7,8.3,34,193
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,A,X,11.6,8.2,10.1,28,233
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,A,Z,11.3,8.2,9.9,29,231
VOLVO,V60 3.0T AWD,STATION WAGON - SMALL,3,6,A,X,13,9,11.2,25,259
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,3,6,A,X,13,9,11.2,25,259
VOLVO,XC60 T5,SUV - SMALL,2,4,A,X,10.3,7.6,9.1,31,213
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,A,X,12.5,9.2,11,26,254
VOLVO,XC60 T6,SUV - SMALL,2,4,A,Z,11,8.1,9.7,29,226
VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,A,Z,11.8,9.1,10.6,27,247
VOLVO,XC60 3.0T AWD,SUV - SMALL,3,6,A,X,13.7,10.1,12,24,276
VOLVO,XC70 T5,SUV - SMALL,2,4,A,X,10.3,7.6,9.1,31,213
VOLVO,XC70 T5 AWD,SUV - SMALL,2.5,5,A,X,12.5,9.2,11,26,254
VOLVO,XC90 T5,SUV - STANDARD,2,4,A,Z,10.6,9.1,10,28,232
VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,A,Z,10.8,9.5,10.2,28,239
VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,A,Z,11.5,9.5,10.6,27,247
ACURA,ILX,COMPACT,2.4,4,A,Z,9.4,6.8,8.2,34,192
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,A,Z,12.6,9,11,26,259
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,A,Z,12.2,9,10.7,26,251
ACURA,MDX HYBRID AWD,SUV - SMALL,3,6,A,Z,9.1,9,9,31,210
ACURA,NSX,TWO-SEATER,3.5,6,A,Z,11.1,10.8,11,26,261
ACURA,RDX AWD,SUV - SMALL,3.5,6,A,Z,12.4,8.7,10.7,26,250
ACURA,RLX HYBRID,MID-SIZE,3.5,6,A,Z,8.2,7.8,8.1,35,190
ACURA,TLX,COMPACT,2.4,4,A,Z,9.6,6.6,8.3,34,197
ACURA,TLX SH-AWD,COMPACT,3.5,6,A,Z,11.2,7.5,9.6,29,226
ALFA ROMEO,4C,TWO-SEATER,1.8,4,A,Z,9.7,6.9,8.4,34,197
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,A,Z,9.7,6.9,8.4,34,197
ALFA ROMEO,GIULIA,MID-SIZE,2,4,A,Z,10,7.2,8.7,32,205
ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A,Z,10.5,7.7,9.2,31,217
ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A,Z,13.8,9.6,11.9,24,280
ATON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A,Z,15.5,11.4,13.7,21,322
ATON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A,Z,16.7,10.9,14.1,20,331
ATON MARTIN,VANQUISH,MINICOMPACT,6,12,A,Z,17.5,11.4,14.7,19,345
ATON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,A,Z,19.4,12.8,16.4,17,388
ATON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,M,Z,23.2,14.4,19.2,15,450
AUDI,A3,SUBCOMPACT,2,4,A,X,9.1,6.8,8,35,188
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,A,X,9.7,7.5,8.7,32,205
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,A,X,10.8,8,9.5,30,223
AUDI,A ULTRA,COMPACT,2,4,A,Z,8.6,6.4,7.6,37,177
AUDI,A QUATTRO,COMPACT,2,4,A,Z,9.8,7.7,8.8,32,205
AUDI,A QUATTRO,COMPACT,2,4,M,Z,9.9,7,8.6,33,204
AUDI,A ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,A,Z,10.2,8.3,9.3,30,217
AUDI,A QUATTRO,SUBCOMPACT,2,4,A,Z,11,8,9.7,29,226
AUDI,A QUATTRO,SUBCOMPACT,2,4,M,Z,10.4,7.3,9,31,210
AUDI,A CABRIOLET QUATTRO,SUBCOMPACT,2,4,A,Z,11.3,8.2,9.9,29,231
AUDI,A QUATTRO,MID-SIZE,2,4,A,Z,10.9,7.5,9.4,30,220
AUDI,A QUATTRO,MID-SIZE,3,6,A,Z,11.5,8.2,10,28,238
AUDI,A QUATTRO,MID-SIZE,3,6,A,Z,11.5,8.2,10,28,238
AUDI,A,MID-SIZE,3,6,A,Z,12.6,8,10.5,27,246
AUDI,A,MID-SIZE,4,8,A,Z,12.9,8,10.7,26,249
AUDI,AL,FULL-SIZE,4,8,A,Z,13.1,8.3,10.9,26,255
AUDI,Q3,COMPACT,2,4,A,Z,11.9,8.4,10.3,27,243
AUDI,Q3 QUATTRO,COMPACT,2,4,A,Z,11.9,8.4,10.3,27,241
AUDI,Q5,SUV - SMALL,2,4,A,Z,12,8.6,10.5,27,246
AUDI,Q5,SUV - SMALL,3,6,A,Z,13.2,9.2,11.4,25,267
AUDI,Q7,SUV - STANDARD,2,4,A,Z,11.9,9.6,10.8,26,253
AUDI,Q7,SUV - STANDARD,3,6,A,Z,12.6,9.4,11.1,25,260
AUDI,R8,TWO-SEATER,5.2,10,A,Z,16.5,11.2,14.1,20,330
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,A,Z,16.5,11.2,14.1,20,330
AUDI,RS 7,MID-SIZE,4,8,A,Z,16.2,9.3,13.1,22,309
AUDI,S3,SUBCOMPACT,2,4,A,Z,11,8.5,9.9,29,232
AUDI,S5,SUBCOMPACT,3,6,A,Z,13,8.5,11,26,259
AUDI,S5,SUBCOMPACT,3,6,M,Z,13.8,9,11.7,24,273
AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,A,Z,13.3,9.1,11.4,25,266
AUDI,S6,MID-SIZE,4,8,A,Z,13.3,8.8,11.3,25,263
AUDI,S7,MID-SIZE,4,8,A,Z,13.4,8.8,11.4,25,265
AUDI,S8,MID-SIZE,4,8,A,Z,16.2,9.9,13.4,21,312
AUDI,SQ5,SUV - SMALL,3,6,A,Z,14.1,9.9,12.2,23,285
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,A,X,10.1,7.8,9.1,31,209
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,A,X,10.1,7.8,9.1,31,209
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,A,Z,10.3,8.6,9.5,30,222
BENTLEY,BENTAYGA,SUV - STANDARD,6,12,A,Z,18.8,12.2,15.9,18,370
BENTLEY,CONTINENTAL GT,COMPACT,4,8,A,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL GT,COMPACT,6,12,A,Z,18.9,11.2,15.4,18,360
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,A,Z,17.7,10.3,14.4,20,337
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,A,Z,19.6,11.7,16,18,375
BENTLEY,FLYING SPUR,MID-SIZE,4,8,A,Z,17,9.9,13.8,20,321
BENTLEY,FLYING SPUR,MID-SIZE,6,12,A,Z,19.6,11.7,16,18,375
BENTLEY,MULSANNE,MID-SIZE,6.8,8,A,Z,21.3,12.8,17.5,16,407
BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,A,Z,22.2,13.6,18.3,15,430
BMW,230i CABRIOLET,SUBCOMPACT,2,4,A,Z,10,7.2,8.7,32,207
BMW,230i COUPE,SUBCOMPACT,2,4,A,Z,9.8,6.8,8.4,34,197
BMW,230i COUPE,SUBCOMPACT,2,4,M,Z,11.1,7.3,9.4,30,219
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,A,Z,10.2,7.4,9,31,210
BMW,320i,COMPACT,2,4,A,Z,10,6.5,8.4,34,200
BMW,320i,COMPACT,2,4,M,Z,10.2,6.7,8.6,33,202
BMW,320i xDRIVE,COMPACT,2,4,A,Z,10.3,6.9,8.8,32,206
BMW,328d xDRIVE,COMPACT,2,4,A,D,7.9,5.9,7,40,189
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,A,D,7.9,5.9,7,40,189
BMW,330i xDRIVE,COMPACT,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,340i,COMPACT,3,6,A,Z,11.1,7.8,9.6,29,224
BMW,340i,COMPACT,3,6,M,Z,12.2,8.2,10.4,27,242
BMW,340i xDRIVE,COMPACT,3,6,A,Z,11.4,7.8,9.8,29,228
BMW,340i xDRIVE,COMPACT,3,6,M,Z,12.2,8.5,10.5,27,246
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,A,Z,10.6,7.3,9.1,31,211
BMW,430i xDRIVE COUPE,COMPACT,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,440i COUPE,COMPACT,3,6,A,Z,11.1,7.8,9.6,29,224
BMW,440i COUPE,COMPACT,3,6,M,Z,12.2,8.2,10.4,27,242
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,440i xDRIVE COUPE,COMPACT,3,6,A,Z,11.4,7.8,9.8,29,228
BMW,440i xDRIVE COUPE,COMPACT,3,6,M,Z,12.2,8.5,10.5,27,246
BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,A,Z,11.4,7.8,9.8,29,228
BMW,530i xDRIVE,MID-SIZE,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,540i xDRIVE,MID-SIZE,3,6,A,Z,11.4,7.8,9.8,29,228
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,A,Z,12.4,8.4,10.6,27,249
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,A,Z,12.4,8.4,10.6,27,249
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,A,Z,14.7,9.7,12.5,23,292
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,A,Z,13.8,9.1,11.7,24,273
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,A,Z,14.7,9.7,12.5,23,292
BMW,740Li xDRIVE,FULL-SIZE,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,750i xDRIVE,FULL-SIZE,4.4,8,A,Z,13.8,9.1,11.7,24,273
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,A,Z,14.7,9.7,12.5,23,292
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,A,Z,14.7,9.7,12.5,23,292
BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,A,Z,14.7,9.7,12.5,23,292
BMW,M2,SUBCOMPACT,3,6,A,Z,11.8,8.9,10.5,27,245
BMW,M2,SUBCOMPACT,3,6,M,Z,13.1,9.2,11.4,25,267
BMW,M240i CABRIOLET,SUBCOMPACT,3,6,A,Z,11.1,7.8,9.6,29,224
BMW,M240i CABRIOLET,SUBCOMPACT,3,6,M,Z,12.2,8.2,10.4,27,242
BMW,M240i COUPE,SUBCOMPACT,3,6,A,Z,11.1,7.8,9.6,29,224
BMW,M240i COUPE,SUBCOMPACT,3,6,M,Z,12.5,8.4,10.7,26,250
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,A,Z,11.4,7.8,9.8,29,228
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3,6,A,Z,11.4,7.8,9.8,29,228
BMW,M3,COMPACT,3,6,A,Z,14,9.7,12.1,23,284
BMW,M3,COMPACT,3,6,M,Z,13.7,9.1,11.7,24,273
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,A,Z,14.1,9.6,12.1,23,283
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M,Z,13.7,9.1,11.7,24,273
BMW,M4 COUPE,COMPACT,3,6,A,Z,14,9.7,12.1,23,284
BMW,M4 COUPE,COMPACT,3,6,M,Z,13.7,9.1,11.7,24,273
BMW,M,COMPACT,4.4,8,A,Z,17.2,11.6,14.7,19,343
BMW,M,COMPACT,4.4,8,M,Z,16.2,10.9,13.8,20,324
BMW,M CABRIOLET,SUBCOMPACT,4.4,8,A,Z,17.2,11.6,14.7,19,343
BMW,M CABRIOLET,SUBCOMPACT,4.4,8,M,Z,16.2,10.9,13.8,20,324
BMW,M GRAN COUPE,COMPACT,4.4,8,A,Z,17.2,11.6,14.7,19,343
BMW,M GRAN COUPE,COMPACT,4.4,8,M,Z,16.2,10.9,13.8,20,324
BMW,M60i xDRIVE,FULL-SIZE,6.6,12,A,Z,17.7,11.9,15.1,19,355
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,A,Z,10.5,7.4,9.1,31,213
BMW,X3 xDRIVE28d,SUV - SMALL,2,4,A,D,8.7,7.1,8,35,211
BMW,X3 xDRIVE28i,SUV - SMALL,2,4,A,Z,11.1,8.5,10,28,233
BMW,X3 xDRIVE35i,SUV - SMALL,3,6,A,Z,12.7,9.1,11.1,25,260
BMW,X4 M40i,SUV - SMALL,3,6,A,Z,12.7,9.1,11.1,25,260
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,A,Z,11.8,8.6,10.3,27,240
BMW,X5 M,SUV - STANDARD,4.4,8,A,Z,16.6,12.1,14.6,19,341
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,A,D,10.3,8,9.3,30,249
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,A,Z,13,9.8,11.5,25,270
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,A,Z,15.6,11.3,13.7,21,320
BMW,X6 M,SUV - STANDARD,4.4,8,A,Z,16.6,12.1,14.6,19,341
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,A,Z,13,9.8,11.5,25,270
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,A,Z,15.6,11.3,13.7,21,320
BUICK,ENCLAE,SUV - STANDARD,3.6,6,A,X,15.7,10.6,13.4,21,315
BUICK,ENCLAE AWD,SUV - STANDARD,3.6,6,A,X,16,10.9,13.7,21,322
BUICK,ENCORE (LUV Engine),SUV - SMALL,1.4,4,A,X,9.3,7.2,8.3,34,194
BUICK,ENCORE (LE2 Engine),SUV - SMALL,1.4,4,A,X,8.6,7.1,7.9,36,185
BUICK,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4,A,X,9.8,7.7,8.8,32,208
BUICK,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4,A,X,8.9,7.6,8.3,34,196
BUICK,ENVISION AWD,SUV - SMALL,2,4,A,Z,11.8,9.1,10.6,27,248
BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A,X,11.1,8.4,9.9,29,232
BUICK,LACROSSE,MID-SIZE,3.6,6,A,X,11.2,7.5,9.5,30,224
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,A,X,11.6,8.1,10,28,235
BUICK,REGAL,MID-SIZE,2,4,A,Z,11.5,8,9.9,29,233
BUICK,REGAL AWD,MID-SIZE,2,4,A,Z,12.1,8.9,10.7,26,250
BUICK,VERANO,COMPACT,2.4,4,A,X,11.3,7.6,9.7,29,226
CADILLAC,ATS,COMPACT,2,4,A,Z,10.6,7.7,9.3,30,217
CADILLAC,ATS,COMPACT,2,4,M,Z,11.8,8,10.1,28,236
CADILLAC,ATS,COMPACT,2.5,4,A,X,10.7,7.4,9.2,31,216
CADILLAC,ATS,COMPACT,3.6,6,A,X,11.6,8,10,28,234
CADILLAC,ATS AWD,COMPACT,2,4,A,Z,10.8,7.9,9.5,30,222
CADILLAC,ATS AWD,COMPACT,3.6,6,A,X,12.2,8.6,10.6,27,248
CADILLAC,ATS-V,COMPACT,3.6,6,A,Z,13.9,9.4,11.9,24,279
CADILLAC,ATS-V,COMPACT,3.6,6,M,Z,14.4,10.4,12.6,22,295
CADILLAC,CT6,FULL-SIZE,2,4,A,Z,11,7.8,9.5,30,223
CADILLAC,CT6 AWD,FULL-SIZE,3,6,A,Z,13,9.1,11.2,25,263
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,A,X,12.8,8.8,11,26,259
CADILLAC,CTS,MID-SIZE,2,4,A,Z,11,7.8,9.5,30,223
CADILLAC,CTS,MID-SIZE,3.6,6,A,X,11.6,8,10,28,234
CADILLAC,CTS AWD,MID-SIZE,2,4,A,Z,11.2,8.2,9.8,29,229
CADILLAC,CTS AWD,MID-SIZE,3.6,6,A,X,12.2,8.6,10.6,27,248
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,A,Z,15,9.9,12.7,22,299
CADILLAC,CTS-V,MID-SIZE,6.2,8,A,Z,16.5,11.1,14,20,329
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A,Z,16.1,11.7,14.1,20,331
CADILLAC,XT5,SUV - SMALL,3.6,6,A,X,12.1,8.6,10.5,27,245
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,A,X,12.9,8.9,11.1,25,260
CADILLAC,XTS,FULL-SIZE,3.6,6,A,X,13.2,8.5,11.1,25,260
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,A,X,13.7,9,11.6,24,272
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,A,Z,15,10.3,12.8,22,299
CHEVROLET,CAARO,SUBCOMPACT,2,4,A,Z,10.9,7.7,9.5,30,222
CHEVROLET,CAARO,SUBCOMPACT,2,4,M,Z,11.9,8,10.1,28,236
CHEVROLET,CAARO,SUBCOMPACT,3.6,6,A,X,12.3,8.6,10.6,27,249
CHEVROLET,CAARO,SUBCOMPACT,3.6,6,M,X,14.4,8.4,11.7,24,274
CHEVROLET,CAARO SS,SUBCOMPACT,6.2,8,A,Z,14.2,8.7,11.7,24,273
CHEVROLET,CAARO SS,SUBCOMPACT,6.2,8,M,Z,14.3,9.4,12.1,23,284
CHEVROLET,CAARO ZL1,SUBCOMPACT,6.2,8,A,Z,19,11.6,15.6,18,367
CHEVROLET,CAARO ZL1,SUBCOMPACT,6.2,8,M,Z,17.2,12,14.9,19,349
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.8,9,9.4,30,220
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A,X,12,9.2,10.7,26,252
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,9.2,10.9,26,254
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A,D,10.8,7.9,9.5,30,255
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A,X,13.4,9.6,11.7,24,274
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A,X,12.7,9.6,11.3,25,263
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A,D,12.1,8.4,10.4,27,280
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,14,9.9,12.2,23,286
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A,D,12.5,10.7,11.7,24,315
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,15,13,14.1,20,331
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,A,Z,15.2,8.9,12.4,23,290
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M,Z,14.2,9,11.9,24,278
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,A,Z,17.6,10.3,14.3,20,336
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M,Z,15.6,10.6,13.4,21,312
CHEVROLET,CRUZE,COMPACT,1.4,4,A,X,7.9,5.9,7,40,165
CHEVROLET,CRUZE,COMPACT,1.4,4,M,X,8.3,6,7.3,39,170
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,A,X,8.1,6,7.2,39,169
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A,D,7.6,5,6.4,44,172
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M,D,7.7,4.5,6.3,45,169
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,A,X,8.1,6.2,7.3,39,172
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,M,X,8.3,6.4,7.4,38,173
CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,A,X,8.4,6.4,7.5,38,176
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A,X,11,7.5,9.4,30,221
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A,X,11,7.5,9.4,30,221
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A,E,15.6,11,13.6,21,223
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A,X,14.1,9.7,12.1,23,285
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A,X,11.5,8.3,10.1,28,237
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A,X,11.5,8.3,10.1,28,237
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A,E,16.3,11.8,14.2,20,234
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A,X,15,10.4,13,22,304
CHEVROLET,EXPRESS 2500 PAENGER,VAN - PAENGER,6,8,A,X,21.8,14.8,18.6,15,438
CHEVROLET,EXPRESS 3500 PAENGER,VAN - PAENGER,6,8,A,X,22.3,14.9,19,15,445
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,A,X,10.9,7.9,9.5,30,224
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,A,X,12.5,8.3,10.6,27,249
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,A,E,17,11.7,14.6,19,240
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A,X,8.8,6.5,7.8,36,182
CHEVROLET,MALIBU,MID-SIZE,2,4,A,Z,10.7,7.1,9.1,31,212
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,A,X,4.8,5.5,5.1,55,121
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.6,10.3,12.7,22,297
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.2,10.7,13.1,22,309
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A,Z,15.9,11.2,13.8,20,324
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.4,10,11.9,24,279
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A,E,19.3,14.3,17.1,17,284
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.6,10.3,12.7,22,298
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.7,13.9,17.1,17,284
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.9,11.5,13.9,20,327
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16,11.7,14.1,20,330
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A,X,14.1,10.6,12.5,23,294
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A,E,20.2,15.2,18,16,294
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A,E,20.7,14.4,17.9,16,315
CHEVROLET,SILVERADO eAIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.4,11.2,13,22,303
CHEVROLET,SONIC,COMPACT,1.4,4,A,X,8.8,6.6,7.8,36,184
CHEVROLET,SONIC,COMPACT,1.4,4,M,X,8.4,6.3,7.4,38,174
CHEVROLET,SONIC,COMPACT,1.8,4,A,X,9.7,6.9,8.4,34,197
CHEVROLET,SONIC,COMPACT,1.8,4,M,X,9.2,7.1,8.3,34,194
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,A,X,8.8,6.6,7.8,36,184
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M,X,8.4,6.3,7.4,38,174
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,A,X,9.7,6.9,8.4,34,197
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M,X,9.2,7.1,8.3,34,194
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,A,X,7.8,6.2,7.1,40,167
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M,X,8,6.2,7.2,39,168
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A,X,15.1,10.4,13,22,305
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A,X,15.1,10.4,13,22,305
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A,E,20,13.5,17.1,17,284
